title,link,address,size,price,img
南京復興站2分鐘頂級純辦公適外商把握機會,rent-detail-3406554.html,"南京復興站2分鐘頂級純辦公適外商把握機會
南京復興站2分鐘頂級純辦公適外商把握機會
南京復興站2分鐘頂級純辦公適外商把握機會
台北市-松山區 復興北路
辦公，樓層：3/15
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",104坪,"208,000元",http://p1.cdn.591.com.tw/house/active/2015/06/04/143334987510867903_128x92.jpg
忠孝敦化站1分鐘頂級純辦公適外商把握機會,rent-detail-3427325.html,"忠孝敦化站1分鐘頂級純辦公適外商把握機會
忠孝敦化站1分鐘頂級純辦公適外商把握機會
忠孝敦化站1分鐘頂級純辦公適外商把握機會
台北市-大安區 忠孝東路四段
辦公，樓層：8/12
13小時內更新  仲介 四通房屋-廖健雄  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",44坪,"88,000元",http://p1.cdn.591.com.tw/house/active/2015/04/09/142856628565856206_128x92.jpg
頂級純辦適外商把握機會,rent-detail-3424637.html,"頂級純辦適外商把握機會
頂級純辦適外商把握機會
頂級純辦適外商把握機會
台北市-大安區 忠孝東路四段
辦公，樓層：6/17
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",51坪,"100,000元",http://p2.cdn.591.com.tw/house/active/2015/06/11/143403640167638303_128x92.jpg
忠孝敦化7分鐘林蔭大道旁一級辦公把握機會,rent-detail-3424631.html,"忠孝敦化7分鐘林蔭大道旁一級辦公把握機會
忠孝敦化7分鐘林蔭大道旁一級辦公把握機會
忠孝敦化7分鐘林蔭大道旁一級辦公把握機會
台北市-大安區 敦化南路一段
辦公，樓層：8/14
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",35坪,"39,000元",http://p2.cdn.591.com.tw/house/active/2015/06/11/143403618363728706_128x92.jpg
林蔭大道旁頂級純辦適外商把握機會,rent-detail-3380270.html,"林蔭大道旁頂級純辦適外商把握機會
林蔭大道旁頂級純辦適外商把握機會
林蔭大道旁頂級純辦適外商把握機會
台北市-大安區 敦化南路二段
辦公，樓層：6/20
13小時內更新  仲介 四通房屋-廖健雄  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",26坪,"45,000元",http://p2.cdn.591.com.tw/house/active/2015/05/22/143229036085906504_128x92.jpg
信義安和站5分鐘一級住辦把握機會,rent-detail-3420131.html,"信義安和站5分鐘一級住辦把握機會
信義安和站5分鐘一級住辦把握機會
信義安和站5分鐘一級住辦把握機會
台北市-大安區 仁愛路四段
辦公，樓層：12/14
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",43坪,"45,000元",http://p1.cdn.591.com.tw/house/active/2015/06/10/143386890250725703_128x92.jpg
世貿旁頂級純辦公附OA裝潢適外商把握機會,rent-detail-3408910.html,"世貿旁頂級純辦公附OA裝潢適外商把握機會
世貿旁頂級純辦公附OA裝潢適外商把握機會
世貿旁頂級純辦公附OA裝潢適外商把握機會
台北市-大安區 文昌街
辦公，樓層：5/14
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",50坪,"67,500元",http://p2.cdn.591.com.tw/house/active/2015/06/05/143343525529667407_128x92.jpg
頂級純辦公一層一戶方正挑高適外商把握機會,rent-detail-3377924.html,"頂級純辦公一層一戶方正挑高適外商把握機會
頂級純辦公一層一戶方正挑高適外商把握機會
頂級純辦公一層一戶方正挑高適外商把握機會
台北市-大安區 忠孝東路四段
辦公，樓層：16/18
13小時內更新  仲介 四通房屋-廖健雄  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",388.2坪,"854,128元",http://p1.cdn.591.com.tw/house/active/2015/05/21/143220134837570007_128x92.jpg
林蔭大道旁頂級純辦適外商把握機會,rent-detail-3380288.html,"林蔭大道旁頂級純辦適外商把握機會
林蔭大道旁頂級純辦適外商把握機會
林蔭大道旁頂級純辦適外商把握機會
台北市-大安區 敦化南路二段
辦公，樓層：18/22
13小時內更新  仲介 四通房屋-廖健雄  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",112坪,"179,648元",http://p2.cdn.591.com.tw/house/active/2015/05/22/143229083424956406_128x92.jpg
林蔭大道旁一級辦公適外商把握機會,rent-detail-3380319.html,"林蔭大道旁一級辦公適外商把握機會
林蔭大道旁一級辦公適外商把握機會
林蔭大道旁一級辦公適外商把握機會
台北市-大安區 敦化南路二段
辦公，樓層：11/22
13小時內更新  仲介 四通房屋-廖健雄  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",61.6坪,"95,000元",http://p2.cdn.591.com.tw/house/active/2015/05/22/143229168012065600_128x92.jpg
林蔭大道旁頂級辦公適外商把握機會,rent-detail-3380299.html,"林蔭大道旁頂級辦公適外商把握機會
林蔭大道旁頂級辦公適外商把握機會
林蔭大道旁頂級辦公適外商把握機會
台北市-大安區 敦化南路二段
辦公，樓層：12/20
13小時內更新  仲介 四通房屋-廖健雄  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",66坪,"95,000元",http://p2.cdn.591.com.tw/house/active/2015/05/22/143229099996008905_128x92.jpg
永春站8分鐘一級辦公把握機會,rent-detail-3388254.html,"永春站8分鐘一級辦公把握機會
永春站8分鐘一級辦公把握機會
永春站8分鐘一級辦公把握機會
台北市-信義區 永吉路
辦公，樓層：2/12
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",45坪,"48,000元",http://p2.cdn.591.com.tw/house/active/2015/05/27/143265919865880608_128x92.jpg
信義安和站4分鐘一級辦公格局方正把握機會,rent-detail-3408402.html,"信義安和站4分鐘一級辦公格局方正把握機會
信義安和站4分鐘一級辦公格局方正把握機會
信義安和站4分鐘一級辦公格局方正把握機會
台北市-大安區 信義路四段
辦公，樓層：6/12
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",50坪,"60,000元",http://p2.cdn.591.com.tw/house/active/2015/06/04/143341725024951302_128x92.jpg
世貿101旁一級純辦公附OA裝潢獨立空調,rent-detail-3377905.html,"世貿101旁一級純辦公附OA裝潢獨立空調
世貿101旁一級純辦公附OA裝潢獨立空調
世貿101旁一級純辦公附OA裝潢獨立空調
台北市-大安區 基隆路一段
辦公，樓層：15/15
13小時內更新  仲介 四通房屋-廖健雄  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",176.2坪,"246,652元",http://p2.cdn.591.com.tw/house/active/2015/05/27/143265937267806708_128x92.jpg
信義安和站3分鐘一級辦公把握機會,rent-detail-3408393.html,"信義安和站3分鐘一級辦公把握機會
信義安和站3分鐘一級辦公把握機會
信義安和站3分鐘一級辦公把握機會
台北市-信義區 信義路四段
辦公，樓層：10/13
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",44坪,"48,000元",http://p2.cdn.591.com.tw/house/active/2015/06/04/143341703903519706_128x92.jpg
南京復興站2分鐘頂級純辦公適外商把握機會,rent-detail-3406563.html,"南京復興站2分鐘頂級純辦公適外商把握機會
南京復興站2分鐘頂級純辦公適外商把握機會
南京復興站2分鐘頂級純辦公適外商把握機會
台北市-松山區 南京東路三段
辦公，樓層：5/15
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",120坪,"240,000元",http://p2.cdn.591.com.tw/house/active/2015/06/04/143335026759108506_128x92.jpg
永春站3分鐘頂級純辦公適外商把握機會,rent-detail-3408383.html,"永春站3分鐘頂級純辦公適外商把握機會
永春站3分鐘頂級純辦公適外商把握機會
永春站3分鐘頂級純辦公適外商把握機會
台北市-信義區 忠孝東路五段
辦公，樓層：2/28
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",23坪,"35,000元",http://p2.cdn.591.com.tw/house/active/2015/06/04/143341680454607209_128x92.jpg
六張犁站2分鐘一級辦公超便宜把握機會,rent-detail-3401554.html,"六張犁站2分鐘一級辦公超便宜把握機會
六張犁站2分鐘一級辦公超便宜把握機會
六張犁站2分鐘一級辦公超便宜把握機會
一級辦公　台北市-大安區 和平東路三段
辦公，樓層：13/16
13小時內更新  仲介 四通房屋廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",34.2坪,"30,000元",http://p1.cdn.591.com.tw/house/active/2015/06/02/143318752029566705_128x92.jpg
象山站六分鐘一級辦公氣派格局方正把握機會,rent-detail-3377849.html,"象山站六分鐘一級辦公氣派格局方正把握機會
象山站六分鐘一級辦公氣派格局方正把握機會
象山站六分鐘一級辦公氣派格局方正把握機會
台北市-信義區 松德路
辦公，樓層：2/28
13小時內更新  仲介 四通房屋-廖健雄  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",28坪,"35,000元",http://p2.cdn.591.com.tw/house/active/2015/05/21/143219991655026101_128x92.jpg
南京復興站5分鐘頂級純辦公適外商把握機會,rent-detail-3408447.html,"南京復興站5分鐘頂級純辦公適外商把握機會
南京復興站5分鐘頂級純辦公適外商把握機會
南京復興站5分鐘頂級純辦公適外商把握機會
台北市-松山區 復興北路
辦公，樓層：11/12
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",108坪,"180,000元",http://p2.cdn.591.com.tw/house/active/2015/06/04/143341854500254602_128x92.jpg
忠孝敦化站5分鐘一級純辦公適外商把握機會,rent-detail-3420142.html,"忠孝敦化站5分鐘一級純辦公適外商把握機會
忠孝敦化站5分鐘一級純辦公適外商把握機會
忠孝敦化站5分鐘一級純辦公適外商把握機會
台北市-大安區 忠孝東路四段
辦公，樓層：11/12
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",48.9坪,"73,000元",http://p1.cdn.591.com.tw/house/active/2015/06/10/143386970747195507_128x92.jpg
忠孝復興站2分鐘SOGO旁一級辦公把握機,rent-detail-3408899.html,"忠孝復興站2分鐘SOGO旁一級辦公把握機
忠孝復興站2分鐘SOGO旁一級辦公把握機
忠孝復興站2分鐘SOGO旁一級辦公把握機
台北市-大安區 忠孝東路四段
辦公，樓層：8/12
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",62坪,"100,000元",http://p2.cdn.591.com.tw/house/active/2015/06/05/143343471875141603_128x92.jpg
大路邊二樓適牙科醫美美容補習班把握機會,rent-detail-3408903.html,"大路邊二樓適牙科醫美美容補習班把握機會
大路邊二樓適牙科醫美美容補習班把握機會
大路邊二樓適牙科醫美美容補習班把握機會
台北市-大安區 信義路四段
辦公，樓層：2/12
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",112坪,"172,000元",http://p2.cdn.591.com.tw/house/active/2015/06/05/143343496179540305_128x92.jpg
中山國中站6分鐘一級純辦公把握機會,rent-detail-3408378.html,"中山國中站6分鐘一級純辦公把握機會
中山國中站6分鐘一級純辦公把握機會
中山國中站6分鐘一級純辦公把握機會
台北市-松山區 民權東路三段
辦公，樓層：8/12
13小時內更新  仲介 廖先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",25坪,"35,000元",http://p2.cdn.591.com.tw/house/active/2015/06/04/143341651722112104_128x92.jpg
"住商大樓,含地下室.交通方便,全新裝潢",rent-detail-3430321.html,"住商大樓,含地下室.交通方便,全新裝潢
住商大樓,含地下室.交通方便,全新裝潢
住商大樓,含地下室.交通方便,全新裝潢
台北市-信義區 信義路五段150巷
辦公，樓層：1/7
13小時內更新  屋主 李小姐  
地圖收藏問答(0)
地圖
收藏
問答(0)",40坪,"28,000元",http://p2.cdn.591.com.tw/house/active/2015/06/15/143429813526854301_128x92.jpg
"近101,金賺辦公室",rent-detail-3415904.html,"近101,金賺辦公室
近101,金賺辦公室
近101,金賺辦公室
雙雄世貿　台北市-信義區 基隆路一段
雙雄世貿
辦公，樓層：7/15
13小時內更新  代理人 劉小姐(不收佣金)  
地圖收藏問答(0)
地圖
收藏
問答(0)",31.6坪,"43,888元",http://p1.cdn.591.com.tw/house/active/2015/06/08/143374073421900301_128x92.jpg
路邊2樓面寬可登記公司可掛招牌,rent-detail-3437414.html,"路邊2樓面寬可登記公司可掛招牌
路邊2樓面寬可登記公司可掛招牌
路邊2樓面寬可登記公司可掛招牌
武昌大樓　台北市-大安區 忠孝東路三段
辦公，樓層：2/6
14小時內更新  仲介 陳小姐 Stella  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",56.5坪,"80,000元",http://p1.cdn.591.com.tw/house/active/2015/05/12/143144560626106201_128x92.jpg
古亭捷運站二樓店面,rent-detail-3339913.html,"古亭捷運站二樓店面
古亭捷運站二樓店面
古亭捷運站二樓店面
羅斯福路三段　台北市-大安區 羅斯福路三段
辦公，樓層：2/8
14小時內更新  仲介 黃先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",27.8坪,"56,000元",http://p1.cdn.591.com.tw/house/active/2015/05/04/143072489205528309_128x92.jpg
大橋頭捷運站1分鐘可住可辦,rent-detail-3390988.html,"大橋頭捷運站1分鐘可住可辦
大橋頭捷運站1分鐘可住可辦
大橋頭捷運站1分鐘可住可辦
桂華大樓　台北市-大同區 延平北路二段
辦公，樓層：8/12
15小時內更新  代理人 魏先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",35坪,"30,000元",http://p1.cdn.591.com.tw/house/active/2015/05/28/143278347592072706_128x92.jpg
近台北車站優質辦公室,rent-detail-3438935.html,"近台北車站優質辦公室
近台北車站優質辦公室
近台北車站優質辦公室
電洽　台北市-大同區 長安西路
辦公，樓層：10/14
15小時內更新  仲介 張先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",41.2坪,"79,800元",http://p2.cdn.591.com.tw/house/active/2015/06/18/143461958356026601_128x92.jpg
永春捷運站世貿IC高樓層,rent-detail-3433264.html,"永春捷運站世貿IC高樓層
永春捷運站世貿IC高樓層
永春捷運站世貿IC高樓層
世貿IC　台北市-信義區 忠孝東路五段
世貿IC
辦公，樓層：16/17
15小時內更新  屋主 曾先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",42.2坪,"54,800元",http://p2.cdn.591.com.tw/house/active/2013/05/20/136903479560842706_128x92.jpg
富錦街林蔭店辦~面林蔭稀有出租,rent-detail-3376871.html,"富錦街林蔭店辦~面林蔭稀有出租
富錦街林蔭店辦~面林蔭稀有出租
富錦街林蔭店辦~面林蔭稀有出租
台北市-松山區 富錦街
辦公，樓層：1/4
17小時內更新  仲介 范小姐  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",16坪,"32,000元",http://p2.cdn.591.com.tw/house/active/2015/05/21/143217949884821701_128x92.jpg
台北信義區東孝東路捷運後山埤站,rent-detail-3439197.html,"台北信義區東孝東路捷運後山埤站
台北信義區東孝東路捷運後山埤站
台北信義區東孝東路捷運後山埤站
泰隆御花園　台北市-信義區 忠孝東路五段
辦公，樓層：7/12
18小時內更新  代理人 楊小姐  
地圖收藏問答(0)
地圖
收藏
問答(0)",30坪,"30,000元",http://p1.cdn.591.com.tw/house/active/2015/06/18/143462831782493900_128x92.jpg
小巨蛋捷運商辦,rent-detail-3391433.html,"小巨蛋捷運商辦
小巨蛋捷運商辦
小巨蛋捷運商辦
凱捷廣場　台北市-松山區 南京東路四段
辦公，樓層：10/12
18小時內更新  仲介 楊小姐  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",110坪,"150,000元",http://p2.cdn.591.com.tw/house/active/2015/02/07/142329738942879403_128x92.jpg
角棟邊間金字門牌永春站4號優質辦公室出租,rent-detail-3397378.html,"角棟邊間金字門牌永春站4號優質辦公室出租
角棟邊間金字門牌永春站4號優質辦公室出租
角棟邊間金字門牌永春站4號優質辦公室出租
世貿IC　台北市-信義區 忠孝東路五段
世貿IC
辦公，樓層：12/17
18小時內更新  仲介 楊先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",54坪,"60,888元",http://p2.cdn.591.com.tw/house/active/2015/06/05/143347265664871308_128x92.jpg
敦南林蔭優質純辦~視野佳坪數大,rent-detail-3394323.html,"敦南林蔭優質純辦~視野佳坪數大
敦南林蔭優質純辦~視野佳坪數大
敦南林蔭優質純辦~視野佳坪數大
台北市-大安區 敦化南路二段
辦公，樓層：22/26
18小時內更新  仲介 張先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",229坪,"479,200元",http://p2.cdn.591.com.tw/house/active/2015/05/29/143289595174903500_128x92.jpg
【挑高4米2】生活機能佳時尚裝潢,rent-detail-3439100.html,"【挑高4米2】生活機能佳時尚裝潢
【挑高4米2】生活機能佳時尚裝潢
【挑高4米2】生活機能佳時尚裝潢
時尚儷舍　台北市-中山區 南京東路二段24巷
辦公，樓層：8/8
18小時內更新  仲介 游先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",16.5坪,"40,000元",http://p1.cdn.591.com.tw/house/active/2015/06/18/143462392351102807_128x92.jpg
近和平東路●氣派裝潢●CP值高辦公室,rent-detail-3439078.html,"近和平東路●氣派裝潢●CP值高辦公室
近和平東路●氣派裝潢●CP值高辦公室
近和平東路●氣派裝潢●CP值高辦公室
台北市-信義區 基隆路二段
辦公，樓層：7/21
19小時內更新  仲介 張先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",52.8坪,"65,000元",http://p2.cdn.591.com.tw/house/active/2015/05/17/143185981140811304_128x92.jpg
"【挑高4米5】採光佳,使用空間大",rent-detail-3439039.html,"【挑高4米5】採光佳,使用空間大
【挑高4米5】採光佳,使用空間大
【挑高4米5】採光佳,使用空間大
基泰高更　台北市-中山區 長春路
基泰高更
辦公，樓層：8/10
19小時內更新  仲介 游先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",22坪,"45,000元",http://p1.cdn.591.com.tw/house/active/2015/06/18/143462207674112103_128x92.jpg
近台北捷運-獨立桌位兩人辦公空間分租,rent-detail-3431881.html,"近台北捷運-獨立桌位兩人辦公空間分租
近台北捷運-獨立桌位兩人辦公空間分租
近台北捷運-獨立桌位兩人辦公空間分租
台北市-中正區 館前路
辦公，樓層：11/11
19小時內更新  屋主 徐小姐  
地圖收藏問答(0)
地圖
收藏
問答(0)",8坪,"9,400元",http://p1.cdn.591.com.tw/house/active/2015/05/07/143098640294394007_128x92.jpg
【敦南玻璃帷幕純辦大樓】開闊的視野,rent-detail-3415581.html,"【敦南玻璃帷幕純辦大樓】開闊的視野
【敦南玻璃帷幕純辦大樓】開闊的視野
【敦南玻璃帷幕純辦大樓】開闊的視野
台北小巨蛋旁　台北市-松山區 八德路三段
辦公，樓層：9/14
19小時內更新  仲介 李大原  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",46.8坪,"52,000元",http://p2.cdn.591.com.tw/house/active/2015/05/08/143109007588265909_128x92.jpg
MRT雙連站近馬偕醫院辦公室,rent-detail-3438966.html,"MRT雙連站近馬偕醫院辦公室
MRT雙連站近馬偕醫院辦公室
MRT雙連站近馬偕醫院辦公室
依社區現場為主　台北市-中山區 民生西路
辦公，樓層：3/12
19小時內更新  仲介 曾先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",33.8坪,"43,000元",http://p2.cdn.591.com.tw/house/active/2015/06/18/143461976656924700_128x92.jpg
舊宗路一段一層一戶高級商辦大樓,rent-detail-3438989.html,"舊宗路一段一層一戶高級商辦大樓
舊宗路一段一層一戶高級商辦大樓
舊宗路一段一層一戶高級商辦大樓
電梯辦公大樓　台北市-內湖區 舊宗路一段150巷
辦公，樓層：5/7
19小時內更新  仲介 賴小姐  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",198.4坪,"168,000元",http://p1.cdn.591.com.tw/house/active/2015/05/18/143192327093954503_128x92.jpg
汀州路優質大空間適合辦公補教~雙出入口,rent-detail-3386571.html,"汀州路優質大空間適合辦公補教~雙出入口
汀州路優質大空間適合辦公補教~雙出入口
汀州路優質大空間適合辦公補教~雙出入口
汀州路大坪數　台北市-中正區 汀州路一段
辦公，樓層：B1/7
19小時內更新  仲介 劉先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",90坪,"46,000元",http://p2.cdn.591.com.tw/house/active/2015/05/26/143261109249326301_128x92.jpg
近捷運南京復興站頂級辦公室，全新OA傢具,rent-detail-3438604.html,"近捷運南京復興站頂級辦公室，全新OA傢具
近捷運南京復興站頂級辦公室，全新OA傢具
近捷運南京復興站頂級辦公室，全新OA傢具
台北市-中山區 復興南路一段
辦公，樓層：6/14
19小時內更新  仲介 賴先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",356坪,"800,000元",http://p2.cdn.591.com.tw/house/active/2015/06/18/143461100618200507_128x92.jpg
光華商場●電腦/小吃街●2樓超值店面辦公,rent-detail-3438965.html,"光華商場●電腦/小吃街●2樓超值店面辦公
光華商場●電腦/小吃街●2樓超值店面辦公
光華商場●電腦/小吃街●2樓超值店面辦公
台北市-中正區 八德路一段82巷
辦公，樓層：2/3
19小時內更新  仲介 張小姐  
地圖收藏問答(0)
地圖
收藏
問答(0)",23坪,"45,000元",http://p2.cdn.591.com.tw/house/active/2015/04/06/142833426440450409_128x92.jpg
近捷運超低公設外牆全新拉皮專車接送帶看,rent-detail-3438941.html,"近捷運超低公設外牆全新拉皮專車接送帶看
近捷運超低公設外牆全新拉皮專車接送帶看
近捷運超低公設外牆全新拉皮專車接送帶看
台北市-大安區 仁愛路四段145號
辦公，樓層：6/12
20小時內更新  仲介 鄭先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",79坪,"135,000元",http://p2.cdn.591.com.tw/house/active/2015/02/04/142303480462272905_128x92.jpg
承德路三段正馬路邊辦公室可營登,rent-detail-3403411.html,"承德路三段正馬路邊辦公室可營登
承德路三段正馬路邊辦公室可營登
承德路三段正馬路邊辦公室可營登
台北市-大同區 承德路三段
辦公，樓層：4/4
20小時內更新  仲介 羅先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",30坪,"25,000元",http://p1.cdn.591.com.tw/house/active/2015/06/02/143324619520586503_128x92.jpg
中山北路三捷運站高級辦公室含OA辦公家具,rent-detail-3416950.html,"中山北路三捷運站高級辦公室含OA辦公家具
中山北路三捷運站高級辦公室含OA辦公家具
中山北路三捷運站高級辦公室含OA辦公家具
台北市-中山區 中山北路二段
辦公，樓層：8/14
20小時內更新  仲介 羅先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",47坪,"80,000元",http://p2.cdn.591.com.tw/house/active/2015/06/08/143375922494958305_128x92.jpg
近捷運帷幕純辦有裝潢一層一戶專車接送帶看,rent-detail-3425526.html,"近捷運帷幕純辦有裝潢一層一戶專車接送帶看
近捷運帷幕純辦有裝潢一層一戶專車接送帶看
近捷運帷幕純辦有裝潢一層一戶專車接送帶看
南京三民　台北市-松山區 南京東路五段
辦公，樓層：10/13
20小時內更新  仲介 鄭先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",247坪,"469,300元",http://p2.cdn.591.com.tw/house/active/2015/04/24/142987214126611900_128x92.jpg
純辦一層一戶有隔間屋況佳,rent-detail-3405891.html,"純辦一層一戶有隔間屋況佳
純辦一層一戶有隔間屋況佳
純辦一層一戶有隔間屋況佳
台北市-中山區 南京東路二段
辦公，樓層：8/12
20小時內更新  仲介 鄭先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",257坪,"385,500元",http://p1.cdn.591.com.tw/house/active/2013/07/04/137292689659162404_128x92.jpg
帷幕純辦低公設附OA專車接送帶看,rent-detail-3405889.html,"帷幕純辦低公設附OA專車接送帶看
帷幕純辦低公設附OA專車接送帶看
帷幕純辦低公設附OA專車接送帶看
台北市-中山區 民權東路三段
辦公，樓層：5/16
20小時內更新  仲介 鄭先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",57坪,"110,400元",http://p2.cdn.591.com.tw/house/active/2014/07/11/140507333884096607_128x92.jpg
純辦有隔間裝潢近捷運,rent-detail-3405885.html,"純辦有隔間裝潢近捷運
純辦有隔間裝潢近捷運
純辦有隔間裝潢近捷運
台北市-松山區 南京東路三段
辦公，樓層：11/17
20小時內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",104坪,"218,400元",http://p1.cdn.591.com.tw/house/active/2014/10/05/141248707617614709_128x92.jpg
挑高樓中樓使用50多坪純辦公大樓含雙車位,rent-detail-3408074.html,"挑高樓中樓使用50多坪純辦公大樓含雙車位
挑高樓中樓使用50多坪純辦公大樓含雙車位
挑高樓中樓使用50多坪純辦公大樓含雙車位
台北市-中山區 民權東路一段
辦公，樓層：10/10
20小時內更新  仲介 羅先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",52坪,"68,000元",http://p2.cdn.591.com.tw/house/active/2015/03/02/142527239377634708_128x92.jpg
近捷運低公設A級純辦專車接送帶看,rent-detail-3391684.html,"近捷運低公設A級純辦專車接送帶看
近捷運低公設A級純辦專車接送帶看
近捷運低公設A級純辦專車接送帶看
台北市-松山區 南京東路五段
辦公，樓層：7/12
20小時內更新  仲介 鄭先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",150坪,"240,000元",http://p2.cdn.591.com.tw/house/active/2015/01/15/142131835082481300_128x92.jpg
近捷運低公設A級純辦專車接送帶看,rent-detail-3391681.html,"近捷運低公設A級純辦專車接送帶看
近捷運低公設A級純辦專車接送帶看
近捷運低公設A級純辦專車接送帶看
台北市-松山區 南京東路五段
辦公，樓層：9/15
20小時內更新  仲介 鄭先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",204坪,"346,800元",http://p2.cdn.591.com.tw/house/active/2015/01/15/142129456084103902_128x92.jpg
知名大樓捷運口格局方正專車接送帶看,rent-detail-3391679.html,"知名大樓捷運口格局方正專車接送帶看
知名大樓捷運口格局方正專車接送帶看
知名大樓捷運口格局方正專車接送帶看
台北市-大安區 忠孝東路四段
辦公，樓層：6/13
20小時內更新  仲介 鄭先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",300坪,"600,000元",http://p2.cdn.591.com.tw/house/active/2015/01/15/142131901831376508_128x92.jpg
純辦方正近捷運,rent-detail-3399997.html,"純辦方正近捷運
純辦方正近捷運
純辦方正近捷運
古亭捷運商辦　台北市-中正區 羅斯福路二段
辦公，樓層：23/26
20小時內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",177坪,"460,000元",http://p1.cdn.591.com.tw/house/active/2015/06/01/143314095050627609_128x92.jpg
A級純辦高級裝潢景觀佳近捷運專車接送帶看,rent-detail-3405882.html,"A級純辦高級裝潢景觀佳近捷運專車接送帶看
A級純辦高級裝潢景觀佳近捷運專車接送帶看
A級純辦高級裝潢景觀佳近捷運專車接送帶看
台北市-松山區 敦化北路
辦公，樓層：3/16
20小時內更新  仲介 鄭先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",66坪,"191,400元",http://p1.cdn.591.com.tw/house/active/2015/04/01/142788646231203801_128x92.jpg
純辦(店辦)全層使用近捷運,rent-detail-3357927.html,"純辦(店辦)全層使用近捷運
純辦(店辦)全層使用近捷運
純辦(店辦)全層使用近捷運
台北市-大安區 忠孝東路四段
辦公，樓層：2/12
20小時內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",314坪,"565,200元",http://p2.cdn.591.com.tw/house/active/2015/05/12/143141777881669106_128x92.jpg
